"member_id","year","name","total_assets","total_debt","net_worth","real_estate","building","land","deposits","stocks","n_properties","has_seoul_property","has_gangnam_property"
"JMY9959W",2017,"윤관석",1282110,80000,1202110,492919,481616,11303,652919,0,6,TRUE,TRUE
"JMY9959W",2018,"윤관석",1503678,20000,1483678,501173,488633,12540,740567,0,6,TRUE,TRUE
"JMY9959W",2019,"윤관석",1578950,50000,1528950,522440,508992,13448,920221,0,4,TRUE,TRUE
"JMY9959W",2020,"윤관석",1640116,50000,1590116,512774,498749,14025,1006885,0,4,TRUE,TRUE
"JMY9959W",2021,"윤관석",1507463,70663,1436800,625315,610382,14933,853530,0,4,TRUE,TRUE
"JMY9959W",2022,"윤관석",1855819,58262,1797557,744211,728371,15840,985198,0,5,TRUE,TRUE
"JMY9959W",2023,"윤관석",1903721,51195,1852526,658556,643376,15180,1169588,0,4,TRUE,TRUE
"JNL7001A",2020,"김선교",735210,248879,486331,461230,397800,63430,170659,0,4,FALSE,FALSE
"JNL7001A",2021,"김선교",556515,130216,426299,286296,213500,72796,130806,0,3,FALSE,FALSE
"JNL7001A",2022,"김선교",730223,190460,539763,311274,228000,83274,156337,0,3,FALSE,FALSE
"JNL7001A",2024,"김선교",1193207,483784,709423,783397,703000,80397,273457,0,5,FALSE,FALSE
"JOY4394O",2015,"황주홍",3686967,1131512,2555455,2658788,1644921,1013867,897005,71198,5,TRUE,FALSE
"JOY4394O",2016,"황주홍",4075736,1290000,2785736,2839039,1779921,1059118,1077057,55958,5,TRUE,FALSE
"JOY4394O",2017,"황주홍",4349887,1290000,3059887,3002409,1895075,1107334,1021765,221296,6,TRUE,FALSE
"JOY4394O",2018,"황주홍",4626159,1330000,3296159,3211287,2055041,1156246,1079963,188774,6,TRUE,FALSE
"JOY4394O",2019,"황주홍",5140955,1430000,3710955,3630703,2358449,1272254,1150314,309938,5,TRUE,FALSE
"JP222486",2024,"서천호",2369459,325664,2043795,2033453,1421664,611789,185902,79557,9,FALSE,FALSE
"JQA21112",2015,"한기호",2212904,19143,2193761,772000,772000,0,1105739,250971,3,TRUE,TRUE
"JQA21112",2020,"한기호",3057815,0,3057815,2653430,2653430,0,364247,0,6,TRUE,TRUE
"JQA21112",2021,"한기호",2892354,0,2892354,1838200,1838200,0,505633,75261,7,TRUE,TRUE
"JQA21112",2022,"한기호",2905775,0,2905775,1838200,1838200,0,585674,61645,5,TRUE,TRUE
"JQA21112",2023,"한기호",3090259,0,3090259,1841200,1841200,0,762978,13930,4,TRUE,TRUE
"JQA21112",2024,"한기호",4031749,0,4031749,2641000,2641000,0,828799,87967,7,TRUE,TRUE
"JR141579",2015,"정희수",979182,258673,720509,518539,414600,103939,396113,3898,3,FALSE,FALSE
"JSA8739I",2024,"손명수",3331444,0,3331444,1387000,1387000,0,756707,1067808,3,TRUE,TRUE
"JVB6983V",2022,"노용호",824876,23632,801244,177300,177300,0,586452,22946,3,FALSE,FALSE
"JVB6983V",2023,"노용호",834330,24913,809417,180300,180300,0,573405,18840,5,TRUE,FALSE
"JWW6081H",2016,"이상돈",2876219,919399,1956820,2317370,2317370,0,435669,0,5,TRUE,FALSE
"JWW6081H",2017,"이상돈",1854997,545016,1309981,1268000,1268000,0,476292,0,7,TRUE,FALSE
"JWW6081H",2018,"이상돈",3335394,505263,2830131,1372000,1372000,0,1669434,0,4,TRUE,FALSE
"JWW6081H",2019,"이상돈",3503581,5e+05,3003581,1582000,1582000,0,1793371,0,4,TRUE,FALSE
"JZV5283U",2024,"유영하",2813492,270820,2542672,2327419,2238000,89419,285737,0,3,TRUE,TRUE
"JZY9937U",2015,"김윤덕",1518182,593357,924825,660936,577146,83790,610114,448,5,TRUE,FALSE
"JZY9937U",2020,"김윤덕",1299711,394156,905555,808672,787992,20680,246340,324,4,TRUE,FALSE
"JZY9937U",2021,"김윤덕",1458319,432698,1025621,817220,791840,25380,368429,345,3,TRUE,FALSE
"JZY9937U",2022,"김윤덕",1519474,328321,1191153,1035980,1006840,29140,250585,259,5,TRUE,FALSE
"JZY9937U",2023,"김윤덕",1414865,215000,1199865,1027520,1000260,27260,239815,243,4,TRUE,FALSE
"JZY9937U",2024,"김윤덕",2199574,740000,1459574,1130422,1102974,27448,320819,206,4,TRUE,FALSE
"K1Y45873",2015,"김종태",1912496,952637,959859,473000,473000,0,336750,220,2,TRUE,FALSE
"K3W33496",2015,"박광온",1518861,29689,1489172,981000,981000,0,470042,0,2,TRUE,TRUE
"K3W33496",2016,"박광온",1621288,124081,1497207,1226000,1226000,0,311687,0,3,TRUE,TRUE
"K3W33496",2017,"박광온",1745053,83970,1661083,1290000,1290000,0,325400,0,3,TRUE,TRUE
"K3W33496",2018,"박광온",1777637,37900,1739737,1352000,1352000,0,310284,0,3,TRUE,TRUE
"K3W33496",2019,"박광온",1911378,60252,1851126,1514000,1514000,0,358382,0,3,TRUE,TRUE
"K3W33496",2020,"박광온",2445925,83047,2362878,2093000,2093000,0,128497,140000,5,TRUE,TRUE
"K3W33496",2021,"박광온",2478576,88796,2389780,2204000,2204000,0,76966,140000,3,TRUE,TRUE
"K3W33496",2022,"박광온",2771621,144056,2627565,2467000,2467000,0,226500,0,4,TRUE,TRUE
"K3W33496",2023,"박광온",2651943,140415,2511528,2310000,2310000,0,232609,50000,3,TRUE,TRUE
"K5F2023J",2015,"이학영",1521921,50000,1471921,579161,470700,108461,897159,0,5,TRUE,FALSE
"K5F2023J",2016,"이학영",2093762,115000,1978762,580974,460300,120674,1302142,0,5,TRUE,FALSE
"K5F2023J",2017,"이학영",2178812,35000,2143812,774106,638100,136006,1082878,0,7,TRUE,FALSE
"K5F2023J",2018,"이학영",2263739,45000,2218739,1163721,1018900,144821,693798,0,8,TRUE,FALSE
"K5F2023J",2019,"이학영",2368997,95000,2273997,1154877,995000,159877,820528,0,7,TRUE,FALSE
"K5F2023J",2020,"이학영",2457141,55000,2402141,1375463,1203400,172063,784960,0,6,TRUE,FALSE
"K5F2023J",2021,"이학영",2364103,55000,2309103,1298009,1114360,183649,769145,0,6,TRUE,FALSE
"K5F2023J",2022,"이학영",1939692,55000,1884692,1071194,870360,200834,746591,0,6,FALSE,FALSE
"K5F2023J",2023,"이학영",1772722,60000,1712722,948624,760153,188471,729276,0,6,FALSE,FALSE
"K5F2023J",2024,"이학영",1805736,105000,1700736,961442,770153,191289,650416,0,7,FALSE,FALSE
"KA04352K",2016,"최경환(1959)",363508,133480,230028,215000,215000,0,79549,0,2,TRUE,FALSE
"KA04352K",2018,"최경환",716301,251077,465224,457000,457000,0,185325,0,5,TRUE,FALSE
"KA04352K",2019,"최경환",520197,122297,397900,294000,294000,0,149491,0,3,TRUE,FALSE
"KB04377U",2020,"김병욱(경북 포항시남구울릉군)",1402748,272088,1130660,820000,820000,0,93944,391887,1,FALSE,FALSE
"KB04377U",2021,"김병욱(경북 포항시남구울릉군)",1758810,590000,1168810,990000,990000,0,256656,91658,2,FALSE,FALSE
"KB04377U",2022,"김병욱(경북 포항시남구울릉군)",2004425,750594,1253831,1370000,1370000,0,100264,63893,3,FALSE,FALSE
"KB04377U",2023,"김병욱(경북 포항시남구울릉군)",994914,0,994914,550000,550000,0,109982,65398,2,FALSE,FALSE
"KBK8836C",2024,"유용원",4940883,0,4940883,2822000,2822000,0,1759311,325099,1,TRUE,TRUE
"KFM1081G",2022,"장동혁",2589338,33074,2556264,2438602,1265260,1173342,74627,13782,7,TRUE,FALSE
"KFM1081G",2023,"장동혁",2562924,13585,2549339,2307690,1427610,880080,236889,1644,8,TRUE,FALSE
"KFM1081G",2024,"장동혁",2944918,10000,2934918,2091513,894209,1197304,619387,837,9,TRUE,FALSE
"KFS1358P",2020,"윤영덕",311293,166087,145206,83200,83200,0,189821,0,3,TRUE,FALSE
"KFS1358P",2021,"윤영덕",326268,119754,206514,86500,86500,0,203473,0,3,TRUE,FALSE
"KFS1358P",2022,"윤영덕",606945,382027,224918,289600,289600,0,242867,0,4,TRUE,FALSE
"KFS1358P",2023,"윤영덕",541883,446001,95882,289400,289400,0,243455,0,3,TRUE,FALSE
"KKD3190X",2015,"신의진",5854838,1231531,4623307,4952605,4820085,132520,821771,14150,20,TRUE,TRUE
"KM010870",2015,"최동익",443825,182520,261305,302195,302195,0,69625,0,2,TRUE,FALSE
"KNM3215T",2020,"윤미향",535273,0,535273,226000,226000,0,278112,0,2,FALSE,FALSE
"KNM3215T",2021,"윤미향",497995,0,497995,245000,245000,0,210182,0,1,FALSE,FALSE
"KNM3215T",2022,"윤미향",534015,0,534015,349000,349000,0,178532,0,1,FALSE,FALSE
"KNM3215T",2023,"윤미향",355616,0,355616,237000,237000,0,107044,0,1,FALSE,FALSE
"KNP22261",2024,"차규근",1596406,270000,1326406,985000,985000,0,529636,5311,1,TRUE,TRUE
"KR14136C",2015,"홍영표",781440,62000,719440,477903,434900,43003,123234,0,3,FALSE,FALSE
"KR14136C",2016,"홍영표",832023,50000,782023,452894,415860,37034,189784,0,2,FALSE,FALSE
"KR14136C",2017,"홍영표",991512,97206,894306,477274,439940,37334,246397,0,2,FALSE,FALSE
"KR14136C",2018,"홍영표",1102243,86585,1015658,490106,472034,18072,271478,0,3,FALSE,FALSE
"KR14136C",2019,"홍영표",1053455,50000,1003455,503591,484454,19137,335568,0,3,FALSE,FALSE
"KR14136C",2020,"홍영표",1038804,0,1038804,520987,479140,41847,272957,0,3,FALSE,FALSE
"KR14136C",2021,"홍영표",1188670,56326,1132344,625637,577800,47837,389966,0,2,FALSE,FALSE
"KR14136C",2022,"홍영표",1587669,95373,1492296,707215,696800,10415,611319,0,2,FALSE,FALSE
"KR14136C",2023,"홍영표",1534152,83715,1450437,581330,571500,9830,709969,0,5,FALSE,FALSE
"KUO3574J",2020,"양기대",1178498,6831,1171667,646000,646000,0,426725,0,2,FALSE,FALSE
"KUO3574J",2021,"양기대",1338117,0,1338117,788000,788000,0,465274,0,2,FALSE,FALSE
"KUO3574J",2022,"양기대",1483303,15000,1468303,858000,858000,0,525199,0,3,FALSE,FALSE
"KUO3574J",2023,"양기대",1198807,0,1198807,606000,606000,0,535338,0,2,FALSE,FALSE
"L2I9861C",2020,"강대식",281145,0,281145,52000,52000,0,162068,0,3,TRUE,FALSE
"L2I9861C",2021,"강대식",432002,0,432002,42000,42000,0,244982,0,3,TRUE,FALSE
"L2I9861C",2022,"강대식",543773,0,543773,42000,42000,0,299940,0,3,TRUE,FALSE
"L2I9861C",2023,"강대식",682875,0,682875,155000,155000,0,335157,0,4,TRUE,FALSE
"L2I9861C",2024,"강대식",1021163,110000,911163,457000,457000,0,360143,0,6,TRUE,FALSE
"L5P27909",2020,"김은혜",23570209,1955052,21615157,17164182,17056655,107527,5572188,604545,5,TRUE,TRUE
"L5P27909",2021,"김은혜",24492910,1961071,22531839,17056655,17056655,0,6328432,836655,3,TRUE,TRUE
"L5P27909",2024,"김은혜",29445087,2052696,27392391,20177369,20177369,0,7936877,1076916,4,TRUE,TRUE
"L7J93733",2020,"서범수",4513034,1348752,3164282,3982457,3505400,477057,337485,10400,9,TRUE,FALSE
"L7J93733",2021,"서범수",4048007,518512,3529495,3489957,2975000,514957,386559,10000,7,TRUE,FALSE
"L7J93733",2022,"서범수",4009119,176986,3832133,2984744,2434000,550744,848838,10400,5,TRUE,FALSE
"L7J93733",2023,"서범수",3420164,176781,3243383,2432904,1917000,515904,837090,26947,5,TRUE,FALSE
"L7J93733",2024,"서범수",3747880,192266,3555614,2640826,2125000,515826,925689,10700,4,TRUE,FALSE
"L7T64271",2020,"김수흥",2023494,291000,1732494,1348953,978900,370053,409109,217704,4,TRUE,FALSE
"L7T64271",2021,"김수흥",2039397,150949,1888448,1263764,1159000,104764,347653,358570,3,TRUE,FALSE
"L7T64271",2022,"김수흥",2181759,94882,2086877,1423652,1316000,107652,370347,219724,4,TRUE,FALSE
"L7T64271",2023,"김수흥",2034964,72517,1962447,1216605,1113000,103605,448816,233767,3,TRUE,FALSE
"LAU79556",2015,"신경림",1161524,178776,982748,880000,880000,0,183059,0,2,TRUE,TRUE
"LBC8144B",2022,"김영선",6773869,1203342,5570527,6687327,4133510,2553817,50395,5796,2,TRUE,FALSE
"LBC8144B",2023,"김영선",6459424,1149388,5310036,6359503,3952701,2406802,74518,5688,4,TRUE,FALSE
"LCJ77278",2016,"이혜훈",6636218,40000,6596218,2795371,2795371,0,3370286,235000,4,TRUE,TRUE
"LCJ77278",2017,"이혜훈",6217784,122847,6094937,2907647,2907647,0,2822716,3e+05,7,TRUE,TRUE
"LCJ77278",2018,"이혜훈",6273704,192000,6081704,2940502,2940502,0,2686816,3e+05,4,TRUE,TRUE
"LCJ77278",2019,"이혜훈",6484235,338000,6146235,3405609,3405609,0,2492412,3e+05,4,TRUE,TRUE
"LCZ1711I",2024,"김위상",2298376,462791,1835585,1901380,1839301,62079,347445,0,3,FALSE,FALSE
"LDY9563L",2016,"윤상직",2141055,26633,2114422,988051,855000,133051,1067653,250,4,TRUE,TRUE
"LDY9563L",2017,"윤상직",2255370,19751,2235619,1213772,1054000,159772,955759,398,5,TRUE,TRUE
"LDY9563L",2018,"윤상직",2249526,35555,2213971,1088425,1070322,18103,1090822,278,5,TRUE,TRUE
"LDY9563L",2019,"윤상직",2511518,17186,2494332,1268812,1246105,22707,1209802,295,4,TRUE,TRUE
"LG63087O",2020,"권영세",5311049,1e+06,4311049,2340000,2340000,0,132761,0,7,TRUE,FALSE
"LG63087O",2021,"권영세",5486404,1070899,4415505,2422000,2422000,0,159868,91062,5,TRUE,FALSE
"LG63087O",2023,"권영세",5477872,1050000,4427872,3861000,3861000,0,103348,91295,7,TRUE,FALSE
"LG63087O",2024,"권영세",5729496,1151572,4577924,3894000,3894000,0,189550,0,5,TRUE,FALSE
"LH97552Q",2015,"김도읍",3526756,931297,2595459,3203993,3161376,42617,219232,0,7,TRUE,TRUE
"LH97552Q",2016,"김도읍",3837841,899148,2938693,3494844,3443995,50849,267465,0,7,TRUE,TRUE
"LH97552Q",2017,"김도읍",4044566,920710,3123856,3661328,3601213,60115,315667,0,7,TRUE,TRUE
"LH97552Q",2018,"김도읍",4124821,907612,3217209,3820981,3754225,66756,288504,0,7,TRUE,TRUE
"LH97552Q",2019,"김도읍",4511980,875966,3636014,4173562,4102190,71372,328908,0,7,TRUE,TRUE
"LH97552Q",2020,"김도읍",4955950,955726,4000224,4363323,4291622,71701,515465,0,6,TRUE,TRUE
"LH97552Q",2021,"김도읍",5519566,856231,4663335,4898506,4822694,75812,463174,73200,6,TRUE,TRUE
"LH97552Q",2022,"김도읍",6192295,840246,5352049,5651395,5562472,88923,403059,18842,6,TRUE,TRUE
"LH97552Q",2023,"김도읍",5724676,778467,4946209,5203951,5114729,89222,453032,15540,6,TRUE,TRUE
"LH97552Q",2024,"김도읍",5903640,833927,5069713,5357336,5266323,91013,458226,7002,7,TRUE,TRUE
"LJK4960Z",2019,"정점식",7091763,884075,6207688,6228083,6176543,51540,763686,0,10,TRUE,TRUE
"LJK4960Z",2020,"정점식",8161577,665000,7496577,7144766,7092630,52136,835245,0,6,TRUE,TRUE
"LJK4960Z",2021,"정점식",8991079,565000,8426079,7470624,7436989,33635,1117109,675,7,TRUE,TRUE
"LJK4960Z",2022,"정점식",9946760,315000,9631760,8350974,8313981,36993,1070966,1190,7,TRUE,TRUE
"LJK4960Z",2023,"정점식",9758030,315000,9443030,7832122,7798092,34030,1383168,326,6,TRUE,TRUE
"LJK4960Z",2024,"정점식",10231186,315000,9916186,8115984,8084470,31514,1754054,229,9,TRUE,TRUE
"LM13674V",2020,"송재호",983428,319039,664389,520000,520000,0,452615,0,7,TRUE,FALSE
"LM13674V",2021,"송재호",1155484,448399,707085,520000,520000,0,631503,0,4,TRUE,FALSE
"LM13674V",2022,"송재호",1214108,297613,916495,510000,510000,0,440716,0,5,TRUE,FALSE
"LM13674V",2023,"송재호",1504117,380802,1123315,882400,882400,0,394257,0,6,TRUE,FALSE
"LNR7932L",2020,"김진애",3553814,901422,2652392,2416302,2340030,76272,972592,40000,6,TRUE,TRUE
"LPB30152",2016,"최인호",999832,249440,750392,653000,653000,0,203504,0,4,FALSE,FALSE
"LPB30152",2017,"최인호",1088959,50772,1038187,633000,633000,0,207798,0,5,FALSE,FALSE
"LPB30152",2018,"최인호",1202609,28577,1174032,658000,658000,0,292858,0,4,FALSE,FALSE
"LPB30152",2019,"최인호",1137902,53210,1084692,616000,616000,0,371833,0,4,FALSE,FALSE
"LPB30152",2020,"최인호",1257518,23954,1233564,344000,344000,0,760846,0,4,FALSE,FALSE
"LPB30152",2021,"최인호",1330092,58810,1271282,323000,323000,0,900087,0,5,TRUE,FALSE
"LPB30152",2022,"최인호",1589709,36479,1553230,389000,389000,0,989697,0,4,TRUE,FALSE
"LPB30152",2023,"최인호",1753015,20227,1732788,407000,407000,0,1047253,152024,5,TRUE,FALSE
"LQW3652K",2020,"김웅",962077,850000,112077,6e+05,6e+05,0,327512,1502,3,TRUE,TRUE
"LQW3652K",2021,"김웅",1378054,1280000,98054,1230000,1230000,0,104124,1304,2,TRUE,TRUE
"LQW3652K",2022,"김웅",1410494,1280000,130494,1230000,1230000,0,112209,1258,1,TRUE,TRUE
"LQW3652K",2023,"김웅",1138145,1050000,88145,1e+06,1e+06,0,102529,1582,1,TRUE,TRUE
"LSK9789D",2016,"이철희",1103848,80128,1023720,820000,820000,0,134509,0,3,TRUE,FALSE
"LSK9789D",2017,"이철희",1176343,0,1176343,820000,820000,0,193365,0,2,TRUE,FALSE
"LSK9789D",2018,"이철희",1313350,0,1313350,820000,820000,0,295239,0,2,TRUE,FALSE
"LSK9789D",2019,"이철희",1329294,0,1329294,820000,820000,0,343303,0,2,TRUE,FALSE
"LT72093S",2020,"정일영",2600931,8e+05,1800931,1634374,1320000,314374,746738,32813,4,FALSE,FALSE
"LT72093S",2021,"정일영",2902070,840000,2062070,1886605,1543000,343605,762353,57863,4,FALSE,FALSE
"LT72093S",2022,"정일영",3548880,840000,2708880,2006335,1714000,292335,1472786,0,5,FALSE,FALSE
"LT72093S",2023,"정일영",3289926,8e+05,2489926,1782962,1515000,267962,1223426,0,5,FALSE,FALSE
"LT72093S",2024,"정일영",3797672,1130000,2667672,2535675,2238000,297675,877779,0,6,FALSE,FALSE
"LXP1076C",2015,"김태원",578623,45800,532823,321616,292000,29616,189161,0,2,FALSE,FALSE
"LYY5513O",2024,"권영진",2164628,31668,2132960,1159912,898700,261212,911287,54078,5,TRUE,FALSE
"M0A1658U",2015,"윤호중",1267469,120000,1147469,705864,705864,0,452551,0,7,TRUE,FALSE
"M0A1658U",2016,"윤호중",1370458,185000,1185458,722427,722427,0,542736,0,8,TRUE,FALSE
"M0A1658U",2017,"윤호중",1599044,1e+05,1499044,761151,674967,86184,820938,0,7,TRUE,FALSE
"M0A1658U",2018,"윤호중",1811750,210000,1601750,868189,775021,93168,805071,0,7,TRUE,FALSE
"M0A1658U",2019,"윤호중",1706597,102000,1604597,1168404,1071564,96840,471423,0,6,TRUE,FALSE
"M0A1658U",2020,"윤호중",1804254,19000,1785254,1083246,979026,104220,426756,0,6,TRUE,FALSE
"M0A1658U",2021,"윤호중",1960383,19000,1941383,1158568,1038112,120456,574180,0,5,TRUE,FALSE
"M0A1658U",2022,"윤호중",2110903,17000,2093903,1248370,1120606,127764,482671,0,4,TRUE,FALSE
"M0A1658U",2023,"윤호중",2060899,47000,2013899,1150257,1029873,120384,524530,0,4,TRUE,FALSE
"M0A1658U",2024,"윤호중",2178113,17000,2161113,1146076,1025584,120492,644296,0,4,TRUE,FALSE
"M2Q9024I",2016,"김종민",551515,178832,372683,140100,140100,0,118463,0,2,TRUE,FALSE
"M2Q9024I",2017,"김종민",585272,207576,377696,140100,140100,0,100668,1e+05,2,TRUE,FALSE
"M2Q9024I",2018,"김종민",622570,190178,432392,140100,140100,0,108924,1e+05,2,TRUE,FALSE
"M2Q9024I",2019,"김종민",509112,166531,342581,135100,135100,0,132525,0,2,TRUE,FALSE
"M2Q9024I",2020,"김종민",619599,158207,461392,135100,135100,0,167699,0,2,TRUE,FALSE
"M2Q9024I",2021,"김종민",1034939,524788,510151,645100,645100,0,164481,0,3,TRUE,FALSE
"M2Q9024I",2022,"김종민",1241693,623935,617758,645100,645100,0,185725,0,3,TRUE,FALSE
"M2Q9024I",2023,"김종민",1067425,623455,443970,645100,645100,0,113406,0,3,TRUE,FALSE
"M2Q9024I",2024,"김종민",1035343,588710,446633,690100,690100,0,114372,0,6,TRUE,FALSE
"M3Z17237",2015,"김재경",2111518,530000,1581518,1516873,1379252,137621,484938,0,6,TRUE,TRUE
"M3Z17237",2016,"김재경",2744382,1030000,1714382,2072794,1925923,146871,544123,0,7,TRUE,TRUE
"M3Z17237",2017,"김재경",3291778,1435930,1855848,2359729,2197843,161886,544662,0,7,TRUE,TRUE
"M3Z17237",2018,"김재경",3095429,1163537,1931892,2079634,1915965,163669,618488,0,10,TRUE,TRUE
"M3Z17237",2019,"김재경",3009047,1050248,1958799,2090776,1926245,164531,643836,0,6,TRUE,FALSE
"M4O5221T",2024,"박민규",3692075,1026900,2665175,3034665,3027996,6669,616265,0,15,TRUE,TRUE
"M6H1705E",2020,"김회재",5734873,8e+05,4934873,4385030,4090900,294130,984796,50213,7,TRUE,TRUE
"M6H1705E",2021,"김회재",5618693,0,5618693,3006927,2696900,310027,2259671,129107,6,TRUE,TRUE
"M6H1705E",2022,"김회재",6393435,0,6393435,3539482,3203700,335782,2439279,81944,5,TRUE,FALSE
"M6H1705E",2023,"김회재",5967324,0,5967324,2884000,2884000,0,2768407,68202,4,TRUE,FALSE
"M6K7940A",2016,"오세정",4165440,0,4165440,2233030,1432000,801030,1866351,0,2,TRUE,TRUE
"M6K7940A",2017,"오세정",4425420,0,4425420,2466430,1632000,834430,1867208,0,2,TRUE,TRUE
"M7O7878U",2015,"신정훈",253525,38406,215119,52600,52600,0,122491,0,2,TRUE,FALSE
"M7O7878U",2020,"신정훈",365311,65786,299525,112223,56600,55623,168455,0,2,TRUE,FALSE
"M7O7878U",2021,"신정훈",355589,47085,308504,74148,10000,64148,225931,10949,3,TRUE,FALSE
"M7O7878U",2022,"신정훈",487832,77539,410293,121093,47764,73329,261415,0,2,TRUE,FALSE
"M7O7878U",2023,"신정훈",690563,200517,490046,296290,227764,68526,285180,68891,3,TRUE,FALSE
"M7O7878U",2024,"신정훈",374560,41909,332651,67998,0,67998,248929,0,1,FALSE,FALSE
"M7T9712V",2020,"최승재",1075361,322327,753034,735508,680000,55508,236168,37341,3,TRUE,FALSE
"M7T9712V",2021,"최승재",1145258,227674,917584,863290,806000,57290,214555,10267,3,TRUE,FALSE
"M7T9712V",2022,"최승재",1318179,210881,1107298,1007383,947000,60383,247716,3500,3,TRUE,FALSE
"M7T9712V",2023,"최승재",1110217,202507,907710,832858,778000,54858,258759,2914,4,TRUE,FALSE
"MBS2896E",2015,"이현재",1427978,458000,969978,1098796,1098796,0,265403,0,3,TRUE,TRUE
"MBS2896E",2016,"이현재",1522201,608388,913813,1183184,1183184,0,268041,0,3,TRUE,TRUE
"MBS2896E",2017,"이현재",1608202,231186,1377016,693980,693980,0,888608,0,4,TRUE,TRUE
"MBS2896E",2018,"이현재",1823177,278345,1544832,824250,816250,8000,963794,0,4,TRUE,FALSE
"MBS2896E",2019,"이현재",1719534,400883,1318651,950000,950000,0,757247,0,2,FALSE,FALSE
"MC32279F",2016,"박선숙",840033,0,840033,525000,525000,0,282444,0,1,TRUE,TRUE
"MC32279F",2017,"박선숙",953467,0,953467,583000,583000,0,331208,0,1,TRUE,TRUE
"MC32279F",2018,"박선숙",1127872,1e+05,1027872,728000,728000,0,354208,0,2,TRUE,TRUE
"MC32279F",2019,"박선숙",1069313,0,1069313,671000,671000,0,374202,0,1,TRUE,TRUE
"MD083627",2016,"정춘숙",1006219,260330,745889,449000,449000,0,412316,0,3,TRUE,FALSE
"MD083627",2017,"정춘숙",1262610,255053,1007557,572000,572000,0,498441,0,4,TRUE,FALSE
"MD083627",2018,"정춘숙",1058512,9263,1049249,415000,415000,0,472805,0,5,TRUE,FALSE
"MD083627",2019,"정춘숙",946151,2921,943230,415000,415000,0,479963,0,2,FALSE,FALSE
"MD083627",2020,"정춘숙",961367,0,961367,415000,415000,0,543311,249,2,FALSE,FALSE
"MD083627",2021,"정춘숙",1042157,0,1042157,484000,484000,0,538216,237,2,FALSE,FALSE
"MD083627",2022,"정춘숙",1489590,0,1489590,605000,605000,0,576934,150274,2,FALSE,FALSE
"MD083627",2023,"정춘숙",1323458,0,1323458,393999,393999,0,633629,153361,2,FALSE,FALSE
"MDC3257K",2024,"백승아",775157,229406,545751,410500,410500,0,248586,17556,2,FALSE,FALSE
"ME83002L",2024,"조승환",725583,40000,685583,599000,599000,0,81529,0,4,TRUE,FALSE
"MGE7194M",2015,"김광림",10389796,4440000,5949796,5408678,5251861,156817,1022237,18,9,TRUE,TRUE
"MGE7194M",2016,"김광림",10631057,4449167,6181890,6152352,5989509,162843,1421213,0,9,TRUE,TRUE
"MGE7194M",2017,"김광림",11076120,4126670,6949450,6143444,5967070,176374,1976673,0,9,TRUE,TRUE
"MGE7194M",2018,"김광림",9615140,3600000,6015140,5118891,4925507,193384,837889,0,6,TRUE,TRUE
"MGE7194M",2019,"김광림",9338507,3400000,5938507,5261505,5036968,224537,533836,0,6,TRUE,TRUE
"MHK9919B",2016,"곽상도",3500734,110000,3390734,1308490,1242000,66490,2085278,0,4,TRUE,TRUE
"MHK9919B",2017,"곽상도",3517223,110000,3407223,1367410,1289000,78410,1981442,0,4,TRUE,TRUE
"MHK9919B",2018,"곽상도",3714601,0,3714601,1472435,1388000,84435,2058854,0,4,TRUE,TRUE
"MHK9919B",2019,"곽상도",3874169,0,3874169,1565972,1459000,106972,2079482,0,3,TRUE,TRUE
"MHK9919B",2020,"곽상도",4378727,0,4378727,1984339,1871000,113339,2050103,0,3,TRUE,TRUE
"MIS62075",2024,"김동아",1765836,222000,1543836,750000,750000,0,978516,11650,6,TRUE,TRUE
"MLH1404S",2020,"김민석",761015,1133289,-372274,480000,468000,12000,142585,0,5,TRUE,FALSE
"MLH1404S",2021,"김민석",794202,1058960,-264758,509000,497000,12000,191907,0,6,TRUE,FALSE
"MLH1404S",2022,"김민석",675066,689076,-14010,304000,292000,12000,241929,0,7,TRUE,FALSE
"MLH1404S",2023,"김민석",481823,541143,-59320,303000,291000,12000,78659,0,5,TRUE,FALSE
"MLH1404S",2024,"김민석",871567,716638,154929,599000,587000,12000,94659,14247,6,TRUE,FALSE
"MNZ4401T",2020,"강선우",1772535,2190188,-417653,1583846,1583846,0,91992,15650,6,TRUE,FALSE
"MNZ4401T",2021,"강선우",530459,675105,-144646,110000,110000,0,250109,41546,5,TRUE,FALSE
"MNZ4401T",2022,"강선우",1794991,1306387,488604,1494900,1494900,0,172000,0,6,TRUE,TRUE
"MNZ4401T",2023,"강선우",1599520,1502455,97065,1317100,1317100,0,229179,0,5,TRUE,TRUE
"MNZ4401T",2024,"강선우",1558455,1273219,285236,1408100,1408100,0,97047,0,5,TRUE,TRUE
"MO52543L",2015,"변재일",2843850,0,2843850,1402624,909000,493624,1200553,19607,3,TRUE,FALSE
"MO52543L",2016,"변재일",3103690,0,3103690,1736847,947000,789847,1079824,8701,2,TRUE,FALSE
"MO52543L",2017,"변재일",3427234,1e+05,3327234,1834599,1030000,804599,1022433,198856,2,TRUE,FALSE
"MO52543L",2018,"변재일",3869751,0,3869751,1996882,1174000,822882,1264439,99354,2,TRUE,FALSE
"MO52543L",2019,"변재일",3875557,6225,3869332,2258965,1422000,836965,698248,394733,2,TRUE,FALSE
"MO52543L",2020,"변재일",4089914,0,4089914,2522838,1669000,853838,1064011,198338,2,TRUE,FALSE
